4.37939	220.008458	220.007479	220.060818	220.059839	
4.389164	220.009928	220.007479	220.062288	220.059839	
4.399355	220.012097	220.007479	220.064457	220.059839	
4.409538	220.014888	220.016206	220.067247	220.068565	
4.419819	220.018341	220.016206	220.070701	220.068565	
4.42991	220.022337	220.033659	220.074696	220.077292	
4.440007	220.026945	220.042385	220.079305	220.086019	
4.450291	220.032284	220.051112	220.084644	220.103472	
4.460417	220.038147	220.068565	220.090506	220.112199	
4.47059	220.044656	220.077292	220.097015	220.129652	
4.480905	220.051915	220.094745	220.104275	220.138379	
4.490971	220.059579	220.112199	220.111939	220.155832	
4.501167	220.067977	220.129652	220.120337	220.173285	
4.51131	220.076949	220.138379	220.129309	220.182012	
4.521677	220.086777	220.155832	220.139137	220.199465	
4.539566	220.106043	220.182012	220.158403	220.225645	
4.544093	220.110858	220.190738	220.163218	220.234372	
4.554347	220.122576	220.199465	220.174936	220.243098	
4.564415	220.134689	220.208192	220.187049	220.260552	
4.574641	220.147625	220.225645	220.199985	220.278005	
4.584818	220.16112	220.243098	220.21348	220.295458	
4.59508	220.175362	220.251825	220.227722	220.312911	
4.613023	220.202596	220.278005	220.254956	220.339091	
4.617535	220.20938	220.278005	220.26174	220.347818	
4.627816	220.22567	220.295458	220.27803	220.356545	
4.637931	220.242298	220.312911	220.294658	220.373998	
4.648128	220.259688	220.321638	220.312048	220.391451	
4.658353	220.277756	220.339091	220.330115	220.408905	
4.668442	220.296195	220.356545	220.348555	220.417631	
4.680289	220.31876	220.365271	220.37112	220.443811	
4.688954	220.335607	220.382725	220.387967	220.452538	
4.699049	220.355902	220.400178	220.408262	220.478718	
4.709219	220.376972	220.417631	220.429332	220.496171	
4.71931	220.398487	220.435085	220.450847	220.513624	
4.729539	220.420933	220.452538	220.473293	220.531078	
4.739763	220.443993	220.469991	220.496353	220.557258	
4.749865	220.467381	220.487444	220.519741	220.574711	
4.760034	220.491554	220.513624	220.543914	220.592164	
4.77024	220.516442	220.531078	220.568801	220.618344	
4.78251	220.547364	220.557258	220.599724	220.635797	
4.798992	220.590692	220.574711	220.643052	220.661977	
4.803544	220.602608	220.600891	220.654968	220.688157	
4.813774	220.630227	220.627071	220.682587	220.705611	
4.823878	220.658114	220.653251	220.710474	220.73179	
4.84703	220.726147	220.679431	220.778507	220.75797	
4.85163	220.739508	220.723064	220.791868	220.801604	
4.861773	220.769811	220.749244	220.822171	220.827784	
4.871936	220.800803	220.775424	220.853163	220.86269	
4.882075	220.832339	220.801604	220.884699	220.88887	
4.892816	220.866442	220.83651	220.918802	220.923777	
4.902448	220.897529	220.871417	220.949889	220.949957	
4.912605	220.930999	220.906323	220.983359	220.984863	
4.922773	220.965065	220.94123	221.017425	221.01977	
4.932915	220.999691	220.976137	221.052051	221.054676	
4.943037	221.034863	221.011043	221.087222	221.089583	
4.953243	221.070975	221.04595	221.123335	221.12449	
4.9634	221.107489	221.080856	221.159849	221.159396	
4.973515	221.144482	221.115763	221.196842	221.203029	
4.983834	221.182882	221.15067	221.235241	221.237936	
4.994264	221.222366	221.194303	221.274726	221.281569	
5.004463	221.261563	221.229209	221.313923	221.325202	
5.014197	221.2995	221.272843	221.35186	221.360109	
5.024373	221.339843	221.316476	221.392203	221.403742	
5.034551	221.380788	221.360109	221.433148	221.447375	
5.044681	221.422161	221.395016	221.474521	221.499735	
5.054953	221.464765	221.438649	221.517125	221.534642	
5.065079	221.507365	221.482282	221.559725	221.578275	
5.075237	221.550729	221.525915	221.603089	221.621908	
5.08669	221.600448	221.569549	221.652808	221.674268	
5.095966	221.641186	221.613182	221.693546	221.717902	
5.105818	221.685007	221.656815	221.737367	221.761535	
5.11595	221.730712	221.709175	221.783072	221.813895	
5.126076	221.777009	221.752808	221.829369	221.866255	
5.136317	221.824493	221.796441	221.876853	221.918614	
5.146521	221.872401	221.848801	221.92476	221.962248	
5.156638	221.920535	221.901161	221.972895	222.014607	
5.166823	221.969594	221.953521	222.021954	222.058241	
5.177011	222.019319	221.997154	222.071679	222.110601	
5.187308	222.070186	222.049514	222.122546	222.16296	
5.197361	222.120461	222.101874	222.172821	222.21532	
5.208218	222.175517	222.154234	222.227876	222.26768	
5.217724	222.224161	222.206594	222.276521	222.328767	
5.227921	222.277005	222.26768	222.329365	222.3724	
5.238132	222.330584	222.311313	222.382944	222.433487	
5.248309	222.384583	222.3724	222.436943	222.485846	
5.25851	222.439357	222.42476	222.491717	222.538206	
5.268676	222.49453	222.47712	222.546889	222.590566	
5.278753	222.549842	222.538206	222.602201	222.651653	
5.289256	222.608201	222.590566	222.660561	222.704013	
5.299211	222.664085	222.651653	222.716445	222.765099	
5.30937	222.721665	222.712739	222.774025	222.826186	
5.319476	222.779606	222.765099	222.831966	222.878545	
5.329705	222.838884	222.826186	222.891244	222.939632	
5.339893	222.898546	222.895999	222.950906	223.000719	
5.3501	222.958946	222.948359	223.011305	223.070532	
5.360247	223.019599	223.018172	223.071959	223.131618	
5.370474	223.081374	223.070532	223.133734	223.192705	
5.380613	223.143218	223.140345	223.195578	223.253791	
5.390717	223.205461	223.201431	223.257821	223.314878	
5.401027	223.269661	223.271245	223.322021	223.384691	
5.411171	223.333383	223.332331	223.385743	223.454504	
5.421607	223.399661	223.402144	223.452021	223.524317	
5.431524	223.463161	223.471957	223.515521	223.585404	
5.441718	223.52908	223.533044	223.58144	223.655217	
5.451886	223.595418	223.602857	223.647778	223.716304	
5.461983	223.661947	223.67267	223.714307	223.786117	
5.472114	223.729338	223.75121	223.781698	223.85593	
5.482365	223.79812	223.821023	223.85048	223.925743	
5.492846	223.869147	223.890836	223.921507	223.995556	
5.502664	223.936227	223.96065	223.988587	224.065369	
5.512876	224.006602	224.039189	224.058961	224.143909	
5.523049	224.077376	224.117729	224.129736	224.213722	
5.533133	224.148082	224.187542	224.200442	224.292262	
5.543324	224.22023	224.257356	224.27259	224.362075	
5.553478	224.292675	224.335895	224.345035	224.431889	
5.571591	224.424373	224.414435	224.476733	224.501702	
5.576155	224.457486	224.501702	224.509846	224.597695	
5.586356	224.53231	224.588968	224.584669	224.676235	
5.5965	224.607338	224.667508	224.659698	224.746048	
5.606998	224.685718	224.746048	224.738078	224.833314	
5.616995	224.760801	224.824588	224.813161	224.911854	
5.627118	224.837519	224.903127	224.889879	224.990394	
5.637235	224.91482	224.981667	224.96718	225.060207	
5.647441	224.993444	225.060207	225.045804	225.147474	
5.65766	225.070884	225.147474	225.123243	225.23474	
5.667866	225.147644	225.23474	225.200004	225.304553	
5.677977	225.223086	225.304553	225.275445	225.39182	
5.6881	225.298045	225.39182	225.350405	225.479086	
5.698408	225.373722	225.479086	225.426082	225.557626	
5.70854	225.44754	225.557626	225.4999	225.636166	
5.718684	225.520791	225.644892	225.573151	225.723432	
5.728933	225.594217	225.723432	225.646577	225.793245	
5.739015	225.6658	225.801972	225.71816	225.880512	
5.749216	225.737679	225.880512	225.790038	225.967778	
5.759398	225.808781	225.959052	225.861141	226.037591	
5.769609	225.879482	226.037591	225.931842	226.116131	
5.787874	226.003608	226.168491	226.055968	226.247031	
5.792879	226.037647	226.194671	226.090006	226.281938	
5.804205	226.113823	226.273211	226.166182	226.351751	
